City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
281,Iglesias,IT,2020-05-13 19:43:25,39.31,8.54,68.0,94,75,4.7
282,Tiszafured,HU,2020-05-13 19:43:25,47.62,20.77,55.4,76,100,9.17
283,Bandarbeyla,SO,2020-05-13 19:43:25,9.49,50.81,83.28,84,68,11.95
284,Ranong,TH,2020-05-13 19:43:25,9.97,98.63,80.6,85,100,2.77
285,Shilka,RU,2020-05-13 19:43:25,51.85,116.03,35.29,69,0,13.24
286,Morondava,MG,2020-05-13 19:43:25,-20.28,44.28,76.91,70,36,2.37
287,Valleyview,CA,2020-05-13 19:43:25,55.07,-117.29,61.72,31,63,2.91
288,Barra Do Garcas,BR,2020-05-13 19:43:25,-15.89,-52.26,86.0,51,40,3.36
289,Mandurah,AU,2020-05-13 19:43:26,-32.55,115.7,51.8,81,0,5.28
290,Santo Domingo,DO,2020-05-13 19:43:26,18.5,-69.99,87.01,86,11,10.83
291,Bayir,TR,2020-05-13 19:43:26,37.27,28.22,64.4,82,0,4.14
292,Aborlan,PH,2020-05-13 19:43:26,9.44,118.55,80.49,81,8,2.44
293,Demir Kapija,MK,2020-05-13 19:43:26,41.41,22.25,64.06,74,1,7.02
294,Luang Prabang,LA,2020-05-13 19:43:26,19.89,102.13,72.1,88,82,0.96
295,Port Lincoln,AU,2020-05-13 19:43:26,-34.73,135.87,54.25,63,98,4.07
296,Panguna,PG,2020-05-13 19:43:27,-6.32,155.48,69.35,97,87,1.66
297,Vadso,NO,2020-05-13 19:43:27,70.07,29.75,37.4,74,100,11.41
298,Sabha,LY,2020-05-13 19:43:27,27.04,14.43,83.08,12,0,4.45
299,Miechow,PL,2020-05-13 19:43:27,50.36,20.03,50.0,76,75,4.7
300,Dhidhdhoo,MV,2020-05-13 19:43:27,6.88,73.1,85.73,72,100,5.57
301,Livingstonia,MW,2020-05-13 19:43:27,-10.61,34.11,63.72,80,18,2.46
302,Uribia,CO,2020-05-13 19:43:27,11.71,-72.27,94.82,41,33,17.72
303,Kavaratti,IN,2020-05-13 19:43:27,10.57,72.64,85.87,73,97,8.61
